25769803778,30064771072,AST
25769803778,30064771073,AST
25769803778,94489280512,AST
25769803778,47244640256,AST
25769803779,30064771081,AST
25769803780,30064771082,AST
25769803781,30064771084,AST
25769803781,94489280515,AST
25769803781,30064771086,AST
25769803781,30064771087,AST
25769803781,30064771088,AST
25769803782,146028888064,AST
25769803783,30064771090,AST
25769803784,30064771092,AST
25769803784,94489280516,AST
25769803784,30064771095,AST
25769803784,30064771097,AST
25769803785,146028888065,AST
30064771072,68719476736,AST
30064771072,90194313216,AST
30064771073,68719476737,AST
30064771073,30064771074,AST
30064771074,68719476738,AST
30064771074,68719476739,AST
30064771075,68719476740,AST
30064771075,90194313217,AST
30064771076,68719476741,AST
30064771076,30064771077,AST
30064771077,68719476742,AST
30064771077,55834574848,AST
30064771078,68719476743,AST
30064771078,30064771079,AST
30064771079,68719476744,AST
30064771079,30064771080,AST
30064771080,68719476745,AST
30064771081,68719476746,AST
30064771082,68719476747,AST
30064771082,30064771083,AST
30064771083,90194313218,AST
30064771083,68719476748,AST
30064771084,68719476749,AST
30064771084,30064771085,AST
30064771085,68719476750,AST
30064771086,68719476751,AST
30064771087,68719476752,AST
30064771087,90194313219,AST
30064771088,68719476753,AST
30064771089,90194313220,AST
30064771089,68719476754,AST
30064771089,90194313221,AST
30064771089,68719476755,AST
30064771090,30064771091,AST
30064771090,68719476757,AST
30064771091,68719476756,AST
30064771091,55834574849,AST
30064771092,68719476758,AST
30064771092,30064771093,AST
30064771093,30064771094,AST
30064771093,90194313222,AST
30064771093,90194313223,AST
30064771094,68719476759,AST
30064771094,55834574850,AST
30064771095,30064771096,AST
30064771095,68719476761,AST
30064771096,68719476760,AST
30064771096,55834574851,AST
30064771097,68719476762,AST
30064771097,90194313224,AST
30064771098,68719476763,AST
47244640256,94489280513,AST
47244640256,94489280514,AST
47244640256,30064771075,AST
47244640256,30064771076,AST
47244640256,30064771078,AST
47244640256,25769803779,AST
60129542144,141733920769,AST
60129542145,141733920770,AST
60129542146,73014444032,AST
60129542146,73014444033,AST
60129542146,141733920771,AST
60129542147,73014444034,AST
60129542147,141733920772,AST
60129542148,141733920773,AST
60129542149,141733920774,AST
60129542150,73014444035,AST
60129542150,141733920775,AST
60129542152,73014444036,AST
60129542152,73014444037,AST
60129542153,73014444038,AST
60129542153,73014444039,AST
60129542154,73014444040,AST
60129542154,73014444041,AST
60129542154,73014444042,AST
60129542154,73014444043,AST
60129542154,73014444044,AST
60129542154,73014444045,AST
60129542154,73014444046,AST
60129542155,73014444047,AST
60129542155,73014444048,AST
60129542156,73014444049,AST
60129542156,73014444050,AST
60129542157,73014444051,AST
60129542157,73014444052,AST
60129542157,73014444053,AST
60129542157,73014444054,AST
60129542157,73014444055,AST
60129542157,73014444056,AST
60129542157,73014444057,AST
103079215104,133143986191,AST
103079215104,133143986192,AST
111669149696,115964116992,AST
111669149696,115964116993,AST
111669149696,25769803776,AST
111669149696,133143986177,AST
111669149696,128849018880,AST
111669149696,120259084288,AST
111669149696,120259084289,AST
111669149697,115964116994,AST
111669149697,25769803777,AST
111669149697,133143986179,AST
111669149697,128849018881,AST
111669149697,120259084290,AST
111669149698,115964116995,AST
111669149698,25769803778,AST
111669149698,133143986181,AST
111669149698,128849018882,AST
111669149698,120259084291,AST
111669149699,115964116996,AST
111669149699,115964116997,AST
111669149699,25769803780,AST
111669149699,133143986182,AST
111669149699,128849018883,AST
111669149699,120259084292,AST
111669149699,120259084293,AST
111669149700,115964116998,AST
111669149700,25769803781,AST
111669149700,133143986184,AST
111669149700,133143986185,AST
111669149700,128849018884,AST
111669149700,120259084294,AST
111669149701,115964116999,AST
111669149701,115964117000,AST
111669149701,25769803782,AST
111669149701,133143986188,AST
111669149701,133143986189,AST
111669149701,128849018885,AST
111669149701,120259084295,AST
111669149701,120259084296,AST
111669149702,115964117001,AST
111669149702,115964117002,AST
111669149702,25769803783,AST
111669149702,133143986193,AST
111669149702,133143986194,AST
111669149702,128849018886,AST
111669149702,120259084297,AST
111669149702,120259084298,AST
111669149703,115964117003,AST
111669149703,25769803784,AST
111669149703,133143986195,AST
111669149703,128849018887,AST
111669149703,120259084299,AST
111669149704,115964117004,AST
111669149704,25769803785,AST
111669149704,133143986198,AST
111669149704,133143986199,AST
111669149704,128849018888,AST
111669149704,120259084300,AST
111669149705,115964117005,AST
111669149705,115964117006,AST
111669149705,25769803786,AST
111669149705,128849018889,AST
111669149705,120259084301,AST
111669149705,120259084302,AST
111669149706,115964117007,AST
111669149706,115964117008,AST
111669149706,25769803787,AST
111669149706,128849018890,AST
111669149706,120259084303,AST
111669149706,120259084304,AST
111669149707,115964117009,AST
111669149707,115964117010,AST
111669149707,25769803788,AST
111669149707,128849018891,AST
111669149707,120259084305,AST
111669149707,120259084306,AST
111669149708,115964117011,AST
111669149708,115964117012,AST
111669149708,25769803789,AST
111669149708,128849018892,AST
111669149708,120259084307,AST
111669149708,120259084308,AST
111669149709,115964117013,AST
111669149709,115964117014,AST
111669149709,25769803790,AST
111669149709,128849018893,AST
111669149709,120259084309,AST
111669149709,120259084310,AST
111669149710,115964117015,AST
111669149710,115964117016,AST
111669149710,25769803791,AST
111669149710,128849018894,AST
111669149710,120259084311,AST
111669149710,120259084312,AST
111669149711,115964117017,AST
111669149711,25769803792,AST
111669149711,128849018895,AST
111669149711,120259084313,AST
111669149712,115964117018,AST
111669149712,25769803793,AST
111669149712,128849018896,AST
111669149712,120259084314,AST
111669149713,115964117019,AST
111669149713,115964117020,AST
111669149713,115964117021,AST
111669149713,115964117022,AST
