68719476740,94489280513,REF
68719476741,94489280513,REF
68719476742,94489280512,REF
68719476743,94489280514,REF
68719476744,94489280512,REF
68719476745,94489280513,REF
68719476746,94489280514,REF
68719476748,115964116997,REF
68719476751,94489280515,REF
68719476754,115964116999,REF
68719476755,115964117000,REF
68719476757,115964117002,REF
68719476761,94489280516,REF
141733920768,137438953473,REF
141733920769,137438953472,REF
141733920770,137438953472,REF
141733920771,137438953472,REF
141733920772,137438953472,REF
141733920773,137438953474,REF
141733920774,137438953472,REF
141733920775,137438953472,REF
163208757248,171798691847,REF
163208757249,171798691840,REF
163208757250,171798691841,REF
163208757251,171798691842,REF
163208757252,171798691843,REF
163208757253,171798691844,REF
163208757254,171798691845,REF
163208757255,171798691846,REF
163208757256,171798691848,REF
163208757257,171798691849,REF
163208757258,171798691850,REF
163208757259,171798691851,REF
163208757260,171798691852,REF
163208757261,171798691853,REF
163208757262,171798691854,REF
163208757263,171798691855,REF
163208757264,171798691856,REF
