30064771072,68719476737,CFG
30064771073,68719476740,CFG
30064771074,30064771073,CFG
30064771075,68719476741,CFG
30064771076,68719476746,CFG
30064771076,128849018882,CFG
30064771077,30064771076,CFG
30064771078,68719476741,CFG
30064771079,30064771078,CFG
30064771080,30064771079,CFG
30064771081,68719476743,CFG
30064771082,128849018883,CFG
30064771083,30064771082,CFG
30064771084,68719476751,CFG
30064771085,30064771084,CFG
30064771086,68719476752,CFG
30064771087,68719476753,CFG
30064771088,128849018884,CFG
30064771089,146028888064,CFG
30064771090,128849018886,CFG
30064771091,68719476757,CFG
30064771092,68719476760,CFG
30064771093,30064771092,CFG
30064771094,90194313222,CFG
30064771095,68719476762,CFG
30064771096,68719476761,CFG
30064771097,128849018887,CFG
30064771098,146028888065,CFG
55834574848,30064771077,CFG
55834574849,30064771091,CFG
55834574850,30064771094,CFG
55834574851,30064771096,CFG
68719476736,90194313216,CFG
68719476737,68719476738,CFG
68719476738,68719476739,CFG
68719476739,30064771074,CFG
68719476740,90194313217,CFG
68719476741,68719476742,CFG
68719476742,55834574848,CFG
68719476743,68719476744,CFG
68719476744,68719476745,CFG
68719476745,30064771080,CFG
68719476746,30064771081,CFG
68719476747,90194313218,CFG
68719476748,30064771083,CFG
68719476749,68719476750,CFG
68719476750,30064771085,CFG
68719476751,30064771086,CFG
68719476752,90194313219,CFG
68719476753,30064771088,CFG
68719476754,90194313221,CFG
68719476755,30064771089,CFG
68719476756,55834574849,CFG
68719476757,30064771090,CFG
68719476758,68719476759,CFG
68719476759,55834574850,CFG
68719476760,55834574851,CFG
68719476761,30064771095,CFG
68719476762,90194313224,CFG
68719476763,30064771098,CFG
90194313216,30064771072,CFG
90194313217,30064771075,CFG
90194313218,68719476748,CFG
90194313219,30064771087,CFG
90194313220,68719476754,CFG
90194313221,68719476755,CFG
90194313222,90194313223,CFG
90194313223,30064771093,CFG
90194313224,30064771097,CFG
111669149696,128849018880,CFG
111669149697,128849018881,CFG
111669149698,68719476736,CFG
111669149699,68719476747,CFG
111669149700,68719476749,CFG
111669149701,90194313220,CFG
111669149702,68719476756,CFG
111669149703,68719476758,CFG
111669149704,68719476763,CFG
111669149705,128849018889,CFG
111669149706,128849018890,CFG
111669149707,128849018891,CFG
111669149708,128849018892,CFG
111669149709,128849018893,CFG
111669149710,128849018894,CFG
111669149711,128849018895,CFG
111669149712,128849018896,CFG
111669149713,128849018897,CFG
111669149714,128849018898,CFG
111669149715,128849018899,CFG
111669149716,128849018900,CFG
146028888064,128849018885,CFG
146028888065,128849018888,CFG
